Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,LogHP,SqrtHP,std_HP,std_Attack,std_Defense,std_Sp. Atk,std_Sp. Def,std_Speed,std_LogHP,std_SqrtHP,norm_HP,norm_Attack,norm_Defense,norm_Sp. Atk,norm_Sp. Def,norm_Speed,norm_LogHP,norm_SqrtHP,is_Bug,is_Dark,is_Dragon,is_Electric,is_Fighting,is_Fire,is_Ghost,is_Grass,is_Ground,is_Ice,is_Normal,is_Poison,is_Psychic,is_Rock,is_Steel,is_Water
Water,,55,65,95,95,45,85,False,4.007333185232471,7.416198487095663,-0.5526327047862583,-0.443868378450283,0.6667493312561286,0.6840476303538937,-0.9589231276511295,0.5693957451773326,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.32432432432432434,0.4,0.4619565217391304,0.11904761904761905,0.45714285714285713,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rock,Flying,80,105,65,60,75,130,False,4.382026634673881,8.94427190999916,0.4240913106155372,0.7904858091901296,-0.28843560538677765,-0.38407897417041226,0.1217555381735752,2.125258855878977,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.5405405405405406,0.26666666666666666,0.2717391304347826,0.2619047619047619,0.7142857142857143,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Poison,Flying,75,80,70,65,75,90,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.019014441914871723,-0.1292381159462933,-0.23148945923836856,0.1217555381735752,0.742269424144182,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.40540540540540543,0.2888888888888889,0.29891304347826086,0.2619047619047619,0.48571428571428565,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Electric,,45,65,34,40,34,45,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-0.443868378450283,-1.2754600399177807,-0.9944370338985871,-1.3551719717868547,-0.8135936865574627,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.32432432432432434,0.1288888888888889,0.16304347826086957,0.06666666666666667,0.22857142857142854,0.6869665120144518,0.3813421690471292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fighting,,50,120,53,35,110,87,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,1.2533686295552844,-0.6705095800439401,-1.1470265488306308,1.3825473149690641,0.6385452167640723,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.6216216216216217,0.21333333333333332,0.1358695652173913,0.4285714285714286,0.4685714285714286,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,79,103,120,135,115,78,False,4.3694478524670215,8.888194417315589,0.3850223499994654,0.728768099808109,1.4627367784585503,1.9047637498102434,1.5626604259398482,0.3273725946237434,0.515025778563959,0.4760369060496493,0.30708661417322836,0.5297297297297299,0.5111111111111111,0.6793478260869564,0.45238095238095244,0.41714285714285715,0.7885291534788565,0.5269785740901987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Psychic,,48,72,48,72,48,48,False,3.871201010907891,6.928203230275509,-0.8261154290987609,-0.2278563956132108,-0.8297070694844245,-0.017864138333507355,-0.850855261068659,-0.709869479177353,-0.7642370471965612,-0.8450213286703873,0.18503937007874016,0.3621621621621622,0.1911111111111111,0.3369565217391304,0.13333333333333336,0.24571428571428572,0.6986134081802119,0.39603943816975923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Poison,,50,50,62,40,62,65,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.9067511988154378,-0.3839540990510683,-0.9944370338985871,-0.34653855035046355,-0.12209897069006506,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.24324324324324326,0.25333333333333335,0.16304347826086957,0.2,0.34285714285714286,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Electric,Flying,55,75,60,75,60,103,False,4.007333185232471,7.416198487095663,-0.5526327047862583,-0.13527983154017986,-0.44763309482726205,0.07368957062571888,-0.41858379473877716,1.1917409894579905,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.3783783783783784,0.24444444444444444,0.35326086956521735,0.19047619047619052,0.5599999999999999,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice,,36,50,50,65,60,44,False,3.58351893845611,6.0,-1.2949429564916228,-0.9067511988154378,-0.7660280737082308,-0.23148945923836856,-0.41858379473877716,-0.8481684223508326,-1.5028688863341362,-1.4706417543933141,0.1377952755905512,0.24324324324324326,0.19999999999999998,0.29891304347826086,0.19047619047619052,0.22285714285714286,0.6466970771652147,0.33402990989510456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,,70,105,105,50,40,20,False,4.248495242049359,8.366600265340756,0.03340170445481903,0.7904858091901296,0.9851443101370972,-0.6892580040344997,-1.1390362386219137,-1.6779620813917098,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.5405405405405406,0.4444444444444445,0.21739130434782608,0.09523809523809525,0.08571428571428572,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Water,,79,83,100,85,105,78,False,4.3694478524670215,8.888194417315589,0.3850223499994654,0.11159100598790267,0.8259468206966128,0.3788686004898063,1.20243420399828,0.3273725946237434,0.515025778563959,0.4760369060496493,0.30708661417322836,0.42162162162162165,0.4222222222222222,0.4076086956521739,0.40476190476190477,0.41714285714285715,0.7885291534788565,0.5269785740901987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ground,Psychic,60,70,105,70,120,75,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.28957410499523145,0.9851443101370972,-0.07889994430632484,1.7427735369106323,0.22364838724363376,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.35135135135135137,0.4444444444444445,0.3260869565217391,0.4761904761904763,0.39999999999999997,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fire,Rock,50,50,120,80,80,30,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.9067511988154378,1.4627367784585503,0.22627908555776258,0.30186864914435935,-1.3322147234580108,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.24324324324324326,0.5111111111111111,0.3804347826086956,0.28571428571428575,0.14285714285714285,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,Poison,60,65,80,170,95,130,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.443868378450283,0.18915686293467543,2.9728903543345493,0.8422079820567118,2.125258855878977,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.32432432432432434,0.33333333333333337,0.8695652173913043,0.3571428571428572,0.7142857142857143,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel,Psychic,40,55,80,35,60,30,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-0.7524569253603861,0.18915686293467543,-1.1470265488306308,-0.41858379473877716,-1.3322147234580108,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.2702702702702703,0.33333333333333337,0.1358695652173913,0.19047619047619052,0.14285714285714285,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fire,,39,52,43,60,50,65,False,3.6635616461296463,6.244997998398398,-1.1777360746434073,-0.845033489433417,-0.9889045589249089,-0.38407897417041226,-0.7788100166803454,-0.12209897069006506,-1.2973569756523713,-1.3055100816520162,0.14960629921259844,0.25405405405405407,0.1688888888888889,0.2717391304347826,0.14285714285714285,0.34285714285714286,0.6611419248107435,0.3503972417610042,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,,44,75,35,63,33,45,False,3.784189633918261,6.6332495807108,-0.9823912715630482,-0.13527983154017986,-1.243620542029684,-0.29252526521118605,-1.3911945939810115,-0.8135936865574627,-0.9876412129966934,-1.0438237264539336,0.16929133858267717,0.3783783783783784,0.13333333333333333,0.2880434782608695,0.06190476190476192,0.22857142857142854,0.6829109648149879,0.3763347699722928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fire,Water,80,110,120,130,90,70,True,4.382026634673881,8.94427190999916,0.4240913106155372,0.9447800826451812,1.4627367784585503,1.7521742348781997,0.6620948710859276,0.05077470827678435,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.5675675675675675,0.5111111111111111,0.6521739130434783,0.33333333333333337,0.37142857142857144,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,Grass,50,65,107,105,107,86,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.443868378450283,1.048823305913291,0.9892266602179811,1.2744794483865935,0.6039704809707025,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.32432432432432434,0.45333333333333337,0.5163043478260869,0.41428571428571437,0.46285714285714286,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice,Ground,50,50,40,30,30,50,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.9067511988154378,-1.0844230525891996,-1.2996160637626746,-1.499262460563482,-0.6407200075906133,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.24324324324324326,0.15555555555555556,0.10869565217391305,0.04761904761904763,0.2571428571428571,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Poison,45,25,50,25,25,35,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-1.6782225660906955,-0.7660280737082308,-1.4522055786947181,-1.679375571534266,-1.1593410444911616,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.10810810810810811,0.19999999999999998,0.08152173913043478,0.023809523809523808,0.17142857142857143,0.6869665120144518,0.3813421690471292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark,Psychic,53,54,53,37,46,45,False,3.970291913552122,7.280109889280518,-0.6307706260184018,-0.7833157800513965,-0.6705095800439401,-1.0859907428578133,-0.9229005054569728,-0.8135936865574627,-0.509818358405384,-0.6078319000620652,0.2047244094488189,0.2648648648648649,0.21333333333333332,0.14673913043478262,0.12380952380952383,0.22857142857142854,0.7164957741490366,0.41954890808954537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,Poison,45,50,45,115,55,95,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-0.9067511988154378,-0.9252255631487152,1.2944056900820686,-0.5986969057095612,0.9151431031110314,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.24324324324324326,0.17777777777777778,0.5706521739130435,0.16666666666666669,0.5142857142857142,0.6869665120144518,0.3813421690471292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Dark,100,134,110,95,100,61,False,4.605170185988092,10.0,1.2054705229369735,1.6853925952294286,1.1443417995775815,0.6840476303538937,1.0223210930274957,-0.2603979138635446,1.12024952174195,1.2254075818591805,0.38976377952755903,0.6972972972972973,0.4666666666666667,0.4619565217391304,0.380952380952381,0.32,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Normal,,85,80,70,135,75,90,False,4.442651256490317,9.219544457292887,0.6194361136958962,0.019014441914871723,-0.1292381159462933,1.9047637498102434,0.1217555381735752,0.742269424144182,0.7029775841250103,0.6993709198866576,0.33070866141732286,0.40540540540540543,0.2888888888888889,0.6793478260869564,0.2619047619047619,0.48571428571428565,0.8017397512832608,0.54911473888967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dragon,,41,64,45,50,50,50,False,3.713572066704308,6.4031242374328485,-1.0995981534112638,-0.47472723314129334,-0.9252255631487152,-0.6892580040344997,-0.7788100166803454,-0.6407200075906133,-1.168953809579875,-1.198931046203783,0.15748031496062992,0.31891891891891894,0.17777777777777778,0.21739130434782608,0.14285714285714285,0.2571428571428571,0.6701670181251298,0.36096102043635003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,Grass,44,66,70,44,55,56,False,3.784189633918261,6.6332495807108,-0.9823912715630482,-0.4130095237592727,-0.1292381159462933,-0.8723654219529521,-0.5986969057095612,-0.433271592830394,-0.9876412129966934,-1.0438237264539336,0.16929133858267717,0.32972972972972975,0.2888888888888889,0.1847826086956522,0.16666666666666669,0.2914285714285714,0.6829109648149879,0.3763347699722928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Fighting,80,125,75,40,95,85,False,4.382026634673881,8.94427190999916,0.4240913106155372,1.4076629030103358,0.029959373494191064,-0.9944370338985871,0.8422079820567118,0.5693957451773326,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.6486486486486487,0.3111111111111111,0.16304347826086957,0.3571428571428572,0.45714285714285713,0.7907991740444459,0.530724886055846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grass,,40,45,35,65,55,70,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-1.0610454722704894,-1.243620542029684,-0.23148945923836856,-0.5986969057095612,0.05077470827678435,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.21621621621621623,0.13333333333333333,0.29891304347826086,0.16666666666666669,0.37142857142857144,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark,Dragon,72,85,70,65,70,58,False,4.276666119016055,8.48528137423857,0.11153962568696266,0.1733087153699233,-0.1292381159462933,-0.23148945923836856,-0.05835757279720892,-0.36412212124365423,0.2768060597153121,0.20446854546083176,0.2795275590551181,0.43243243243243246,0.2888888888888889,0.29891304347826086,0.23809523809523814,0.3028571428571428,0.7717853670310829,0.5000615725952828,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Rock,50,65,85,35,35,55,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.443868378450283,0.3483543523751598,-1.1470265488306308,-1.3191493495926978,-0.46784632862376385,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.32432432432432434,0.35555555555555557,0.1358695652173913,0.07142857142857144,0.2857142857142857,0.7059803190278149,0.40558364683289894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,Fairy,115,45,20,45,25,20,False,4.74493212836325,10.723805294763608,1.7915049321780507,-1.0610454722704894,-1.721213010351137,-0.8418475189665434,-1.679375571534266,-1.6779620813917098,1.4790922527407888,1.7132612779900471,0.44881889763779526,0.21621621621621623,0.06666666666666667,0.19021739130434784,0.023809523809523808,0.08571428571428572,0.8562906437664465,0.6496083612894858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Normal,,80,80,80,55,55,90,False,4.382026634673881,8.94427190999916,0.4240913106155372,0.019014441914871723,0.18915686293467543,-0.536668489102456,-0.5986969057095612,0.742269424144182,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.40540540540540543,0.33333333333333337,0.24456521739130435,0.16666666666666669,0.48571428571428565,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fighting,,70,80,50,35,35,35,False,4.248495242049359,8.366600265340756,0.03340170445481903,0.019014441914871723,-0.7660280737082308,-1.1470265488306308,-1.3191493495926978,-1.1593410444911616,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.40540540540540543,0.19999999999999998,0.1358695652173913,0.07142857142857144,0.17142857142857143,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark,Fire,75,90,90,140,90,115,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.32760298882497485,0.5075518418156442,2.057353264742287,0.6620948710859276,1.606637818978429,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.4594594594594595,0.3777777777777778,0.7065217391304347,0.33333333333333337,0.6285714285714286,0.7791522778786859,0.5117507932069544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Flying,75,140,65,112,65,110,False,4.31748811353631,8.660254037844387,0.2287465075351781,1.8705457233754907,-0.28843560538677765,1.2028519811228424,-0.23847068376799305,1.4337641400115797,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.7297297297297298,0.26666666666666666,0.5543478260869565,0.2142857142857143,0.6,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Normal,,38,30,41,30,41,60,False,3.6375861597263857,6.164414002968976,-1.216805035259479,-1.523928292635644,-1.0525835547011027,-1.2996160637626746,-1.1030136164277569,-0.29497264965691444,-1.364049769996549,-1.359824688499533,0.1456692913385827,0.13513513513513514,0.16,0.10869565217391305,0.10000000000000002,0.3142857142857143,0.6564542779966959,0.3450137488145487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grass,,100,100,100,100,100,100,True,4.605170185988092,10.0,1.2054705229369735,0.636191535735078,0.8259468206966128,0.8366371452859375,1.0223210930274957,1.0880167820778808,1.12024952174195,1.2254075818591805,0.38976377952755903,0.5135135135135136,0.4222222222222222,0.48913043478260865,0.380952380952381,0.5428571428571428,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,,65,70,60,65,65,115,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-0.28957410499523145,-0.44763309482726205,-0.23148945923836856,-0.23847068376799305,1.606637818978429,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.35135135135135137,0.24444444444444444,0.29891304347826086,0.2142857142857143,0.6285714285714286,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Normal,,40,45,35,40,40,90,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-1.0610454722704894,-1.243620542029684,-0.9944370338985871,-1.1390362386219137,0.742269424144182,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.21621621621621623,0.13333333333333333,0.16304347826086957,0.09523809523809525,0.48571428571428565,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bug,Flying,65,155,120,65,90,105,False,4.174387269895637,8.06225774829855,-0.16194309862554007,2.3334285437406455,1.4627367784585503,-0.23148945923836856,0.6620948710859276,1.2608904610447302,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.810810810810811,0.5111111111111111,0.29891304347826086,0.33333333333333337,0.5714285714285714,0.7533276906749776,0.4718010638640337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,,65,65,60,110,95,130,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-0.443868378450283,-0.44763309482726205,1.1418161751500249,0.8422079820567118,2.125258855878977,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.32432432432432434,0.24444444444444444,0.5434782608695652,0.3571428571428572,0.7142857142857143,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Flying,60,70,50,100,50,65,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.28957410499523145,-0.7660280737082308,0.8366371452859375,-0.7788100166803454,-0.12209897069006506,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.35135135135135137,0.19999999999999998,0.48913043478260865,0.14285714285714285,0.34285714285714286,0.7388828430294488,0.4506709292845407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel,Ghost,60,50,150,50,150,60,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.9067511988154378,2.4179217151014565,-0.6892580040344997,2.823452202735337,-0.29497264965691444,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.24324324324324326,0.6444444444444444,0.21739130434782608,0.6190476190476191,0.3142857142857143,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Water,,80,82,78,95,80,85,False,4.382026634673881,8.94427190999916,0.4240913106155372,0.08073215129689236,0.1254778671584817,0.6840476303538937,0.30186864914435935,0.5693957451773326,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.41621621621621624,0.3244444444444445,0.4619565217391304,0.28571428571428575,0.45714285714285713,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Electric,,70,75,60,105,60,105,False,4.248495242049359,8.366600265340756,0.03340170445481903,-0.13527983154017986,-0.44763309482726205,0.9892266602179811,-0.41858379473877716,1.2608904610447302,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.3783783783783784,0.24444444444444444,0.5163043478260869,0.19047619047619052,0.5714285714285714,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
